order_number,order_number_source,client_name,property_address,property_name,city,state,year,status,property_type,fee,county,ordered_date,inspection_date,completed_date,appraiser_name,reviewer_name,source_file_path,completion_evidence,extraction_notes,normalized_client_name,confidence,evidence_notes,matched_order_book_order_number,matched_order_book_row,matched_order_book_method,matched_appraiser_log_row
2025261,invoice_no,Genoa Banking Company,501 W Oak Street & 209 N Benton Street,,Oak Harbor,OH,2025,Completed,Mixed Use,1200,,2025-06-27,2025-06-30,2025-07-09,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Mixed Use\501 W Oak Street & 209 N Benton Street, Oak Harbor, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Genoa Banking Company,High - Order Book validated,validated/enriched from Order Book row 522 via exact_order_number,2025261,522,exact_order_number,
2025262,invoice_no,Union Bank,1770 Shawnee Road,,Lima,OH,2025,Completed,Multifamily,1400,,2025-06-27,2025-07-02,2025-07-11,TC,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Apartments\1770 Shawnee Road, Lima, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Union Bank,High - Order Book validated,validated/enriched from Order Book row 524 via exact_order_number,2025262,524,exact_order_number,
2025263,invoice_no,First National Bank of America,320 Pearl Street,,Cadillac,MI,2025,Completed,Multifamily,1700,,2025-06-27,,2025-07-14,KW,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Apartments\320 Pearl Street, Cadillac, MI\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Revised Complete Report.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,First National Bank of America,High - Order Book validated,validated/enriched from Order Book row 526 via exact_order_number,2025263,526,exact_order_number,
2025264,invoice_no,Genoa Banking Company,14798 Sand Ridge Road,,Bowling Green,OH,2025,Completed,Retail,995,,2025-06-27,2025-06-30,2025-07-08,CD,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Automotive Services\14798 Sand Ridge Road, Bowling Green, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf,Genoa Banking Company,High - Order Book validated,validated/enriched from Order Book row 528 via exact_order_number,2025264,528,exact_order_number,
2025267,invoice_no,Community Choice Credit Union,8864 Schaefer Hwy,,Detroit,MI,2025,Completed,Multifamily,1600,,2025-07-01,2025-07-08,2025-07-15,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Apartments\8864 Schaefer Hwy, Detroit, MI\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Revised Complete Report.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Community Choice Credit Union,High - Order Book validated,validated/enriched from Order Book row 534 via exact_order_number,2025267,534,exact_order_number,
2025268,invoice_no,State Bank & Trust Co.,400 & 450 Freedom Drive,,Napoleon,OH,2025,Completed,Industrial,1400,,2025-07-01,2025-07-09,2025-07-14,TC,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Industrial (Flex)\400 & 450 Freedom Drive, Napoleon, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 536 via exact_order_number,2025268,536,exact_order_number,
2025269,invoice_no,Richwood Banking Company,1001 Mt Vernon Avenue,,Marion,OH,2025,Completed,Special Purpose,1500,,2025-07-02,2025-07-08,2025-07-15,TC,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Schools\1001 Mt Vernon Avenue, Marion, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Richwood Banking Company,High - Order Book validated,validated/enriched from Order Book row 538 via exact_order_number,2025269,538,exact_order_number,
2025270,invoice_no,Richwood Banking Company,5 SFR Portfolio,,Marion & New Bloomington,OH,2025,Completed,Multifamily,2000,,2025-07-02,2025-07-08,2025-07-21,TC,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Apartments\5 SFR Portfolio, Marion & New Bloomington, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Richwood Banking Company,High - Order Book validated,validated/enriched from Order Book row 540 via exact_order_number,2025270,540,exact_order_number,
2025271,invoice_no,Richwood Banking Company,328 S Seffner Ave & 562-568 Mt Vernon Ave,,Marion,OH,2025,Completed,Multifamily,1500,,2025-07-02,2025-07-08,2025-07-21,TC,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Apartments\328 S Seffner Ave & 562-568 Mt Vernon Ave, Marion, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Richwood Banking Company,High - Order Book validated,validated/enriched from Order Book row 542 via exact_order_number,2025271,542,exact_order_number,
2025272,invoice_no,Richwood Banking Company,282-286 S State Street & 493 E Church Street,,Marion,OH,2025,Completed,Office,1500,,2025-07-02,2025-07-08,2025-07-17,TC,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Office\282-286 S State Street & 493 E Church Street, Marion, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Richwood Banking Company,High - Order Book validated,validated/enriched from Order Book row 544 via exact_order_number,2025272,544,exact_order_number,
2025276,invoice_no,Semro Henry Ltd,State Route 65,,Demascus Twp & Bartlow Twp,OH,2025,Completed,Land,1300,,2025-07-10,2025-07-17,2025-07-31,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Land\State Route 65, Demascus Twp & Bartlow Twp, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Semro Henry Ltd,High - Order Book validated,validated/enriched from Order Book row 552 via exact_order_number,2025276,552,exact_order_number,
2025277,invoice_no,Union Bank,8287 Co Rd 330,,Alvada,OH,2025,Completed,Land,1000,,2025-07-10,2025-07-21,2025-07-24,KW,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Agricultural\8287 Co Rd 330, Alvada, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Union Bank,High - Order Book validated,validated/enriched from Order Book row 554 via exact_order_number,2025277,554,exact_order_number,
2025278,invoice_no,Genoa Banking Company,2213 NE Catawba Road,,Port Clinton,OH,2025,Completed,Special Purpose,1200,,2025-07-11,2025-07-14,2025-07-18,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Marina\2213 NE Catawba Road, Port Clinton, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Revised Complete Report.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Genoa Banking Company,High - Order Book validated,validated/enriched from Order Book row 556 via exact_order_number,2025278,556,exact_order_number,
2025279,invoice_no,Genoa Banking Company,2263 NE Catawba Road,,Port Clinton,OH,2025,Completed,Special Purpose,1000,,2025-07-11,2025-07-17,2025-07-23,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Marina\2263 NE Catawba Road, Port Clinton, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Revised Complete Report.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Genoa Banking Company,High - Order Book validated,validated/enriched from Order Book row 558 via exact_order_number,2025279,558,exact_order_number,
2025280,invoice_no,Union Bank,10 SFR Portfolio,,Lima,OH,2025,Completed,Multifamily,1600,,2025-07-11,2025-07-21,2025-07-30,KW,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Apartments\10 SFR Portfolio, Lima, OH\Invoice.pdf",Complete Report.pdf; Complete Report_Part1.pdf; Complete Report_Part2.pdf; Complete Report_Part3.pdf; Invoice.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Union Bank,High - Order Book validated,validated/enriched from Order Book row 560 via exact_order_number,2025280,560,exact_order_number,
2025281,invoice_no,Union Bank,1601 Rebecca Drive,,Lima,OH,2025,Completed,Special Purpose,1300,,2025-07-14,2025-07-21,2025-07-25,KW,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Churches\1601 Rebecca Drive, Lima, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Union Bank,High - Order Book validated,validated/enriched from Order Book row 562 via exact_order_number,2025281,562,exact_order_number,
2025282,invoice_no,Fair Rental Values,54950 Pine Crest Avenue,,Idyllwild,CA,2025,Completed,Special Purpose,2400,,2025-07-14,,2025-07-30,CD,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Fair Rental Values\54950 Pine Crest Avenue, Idyllwild, CA - Hotel\Invoice.pdf",Complete Report.pdf; Invoice.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Fair Rental Values,High - Order Book validated,validated/enriched from Order Book row 564 via exact_order_number,2025282,564,exact_order_number,
2025283,invoice_no,Union Bank,1678-1684 Whetstone Street,,Bucyrus,OH,2025,Completed,Industrial,2000,,2025-07-14,2025-07-21,2025-07-28,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Industrial (Flex)\1678-1684 Whetstone Street, Bucyrus, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Union Bank,High - Order Book validated,validated/enriched from Order Book row 566 via exact_order_number,2025283,566,exact_order_number,
2025284,invoice_no,Union Bank,1069 Klotz Road,,Bowling Green,OH,2025,Completed,Office,1350,,2025-07-15,2025-07-21,2025-08-06,MS,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Office Medical\1069 Klotz Road, Bowling Green, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Union Bank,High - Order Book validated,validated/enriched from Order Book row 568 via exact_order_number,2025284,568,exact_order_number,
